E01086,q2r,2018-06-30,AdvertisingAndPromotionExpensesSGA,Consolidated,Duration,JPY,-6,current,58278000000
E01086,q2r,2018-06-30,SalariesAllowancesAndBonusesSGA,Consolidated,Duration,JPY,-6,current,132178000000
E01086,q2r,2018-06-30,RetirementBenefitExpensesSGA,Consolidated,Duration,JPY,-6,current,10940000000
E01086,q2r,2018-06-30,DepreciationSGA,Consolidated,Duration,JPY,-6,current,17389000000
E01086,q2r,2018-06-30,ResearchAndDevelopmentExpensesSGA,Consolidated,Duration,JPY,-6,current,49382000000
E01086,q2r,2018-06-30,OtherSGA,Consolidated,Duration,JPY,-6,current,129430000000
E01086,q2r,2018-06-30,SellingGeneralAndAdministrativeExpenses,Consolidated,Duration,JPY,-6,current,486365000000
E01086,q2r,2018-06-30,OperatingIncome,Consolidated,Duration,JPY,-6,current,199434000000
E01086,q2r,2018-06-30,InterestIncomeNOI,Consolidated,Duration,JPY,-6,current,2582000000
E01086,q2r,2018-06-30,DividendsIncomeNOI,Consolidated,Duration,JPY,-6,current,5153000000
E01086,q2r,2018-06-30,MiscellaneousIncomeNOI,Consolidated,Duration,JPY,-6,current,11494000000
E01086,q2r,2018-06-30,NonOperatingIncome,Consolidated,Duration,JPY,-6,current,19230000000
E01086,q2r,2018-06-30,InterestExpensesNOE,Consolidated,Duration,JPY,-6,current,7226000000
E01086,q2r,2018-06-30,ForeignExchangeLossesNOE,Consolidated,Duration,JPY,-6,current,4911000000
E01086,q2r,2018-06-30,MiscellaneousLossNOE,Consolidated,Duration,JPY,-6,current,15762000000
E01086,q2r,2018-06-30,NonOperatingExpenses,Consolidated,Duration,JPY,-6,current,27900000000
E01086,q2r,2018-06-30,OrdinaryIncome,Consolidated,Duration,JPY,-6,current,190764000000
E01086,q2r,2018-06-30,ExtraordinaryLoss,Consolidated,Duration,JPY,,current,0
E01086,q2r,2018-06-30,IncomeBeforeIncomeTaxes,Consolidated,Duration,JPY,-6,current,190764000000
E01086,q2r,2018-06-30,IncomeTaxes,Consolidated,Duration,JPY,-6,current,51679000000
E01086,q2r,2018-06-30,ProfitLoss,Consolidated,Duration,JPY,-6,current,139084000000
E01086,q2r,2018-06-30,ProfitLossAttributableToNonControllingInterests,Consolidated,Duration,JPY,-6,current,4465000000
E01086,q2r,2018-06-30,ProfitLossAttributableToOwnersOfParent,Consolidated,Duration,JPY,-6,current,134618000000
E01086,q2r,2018-06-30,ProfitLoss,Consolidated,Duration,JPY,-6,current,139084000000
E01086,q2r,2018-06-30,ValuationDifferenceOnAvailableForSaleSecuritiesNetOfTaxOCI,Consolidated,Duration,JPY,-6,current,-25270000000
